Status	Gene_ID	Location	NR_blast_Eval	NR_hit	SP_blast_Eval	SP_hit
coding	CHS.5286	chr10:2422155-2424587:-	1e-30	CAF17983.1, unnamed protein product, partial [Homo sapiens]	-	-
non-coding	CHS.52984	chr8:23580879-23582853:+	6e-37	EHH21096.1, hypothetical protein EGK_04085, partial [Macaca mulatta]	1.27e-33	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1
discard	CHS.53037	chr8:26729245-26736168:-	1e-39	EHH61346.1, hypothetical protein EGM_19342, partial [Macaca fascicularis]	6.74e-32	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1
non-coding	CHS.5306	chr10:3314937-3318691:-	2e-48	EAW86486.1, hCG2042682, partial [Homo sapiens]	-	-
discard	CHS.53104	chr8:29800318-29813778:+	6e-18	EAX05977.1, hCG2038848, partial [Homo sapiens]	-	-
discard	CHS.53120	chr8:30185911-30191489:-	1e-32	EAW48919.1, hCG2028158, partial [Homo sapiens]	5.14e-23	sp|Q8N7I0|GVQW1_HUMAN, Protein GVQW1 OS=Homo sapiens GN=GVQW1 PE=2 SV=1
discard	CHS.53123	chr8:30305856-30319466:+	7e-17	EHH61346.1, hypothetical protein EGM_19342, partial [Macaca fascicularis]	4.47e-16	sp|Q8N9N2|ASCC1_HUMAN, Activating signal cointegrator 1 complex subunit 1 OS=Homo sapiens GN=ASCC1 PE=1 SV=1
non-coding	CHS.53124	chr8:30361480-30372149:-	4e-45	AAG35515.1, PRO2550 [Homo sapiens]	2.23e-31	sp|Q6B4Z3|UTY_PANTR, Histone demethylase UTY OS=Pan troglodytes GN=UTY PE=2 SV=1
discard	CHS.53171	chr8:35020879-35056121:-	2e-25	CAF16073.1, unnamed protein product, partial [Homo sapiens]	3.52e-21	sp|A0A096LPI5|GVQW2_HUMAN, Protein GVQW2 OS=Homo sapiens GN=GVQW2 PE=4 SV=1
discard	CHS.53220	chr8:38071564-38080475:-	2e-24	CAE89712.1, unnamed protein product [Homo sapiens]	9.61e-21	sp|Q8WTZ3|YS049_HUMAN, Zinc finger protein ENSP00000375192 OS=Homo sapiens PE=2 SV=1
non-coding	CHS.53352	chr8:48143497-48152309:+	2e-42	EHH59362.1, hypothetical protein EGM_09449, partial [Macaca fascicularis]	5.80e-35	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1
discard	CHS.53373	chr8:49040289-49043056:-	1e-21	EAX11198.1, hCG2039122, partial [Homo sapiens]	-	-
discard	CHS.53425	chr8:54155509-54160435:+	5e-31	EHH64647.1, hypothetical protein EGM_17921, partial [Macaca fascicularis]	1.05e-24	sp|Q6UX73|CP089_HUMAN, UPF0764 protein C16orf89 OS=Homo sapiens GN=C16orf89 PE=1 SV=2
discard	CHS.53450	chr8:55827853-55874505:+	5e-24	BAB01630.1, unnamed portein product [Macaca fascicularis]	1.11e-20	sp|E7EU14|PP5D1_HUMAN, Protein PPP5D1 OS=Homo sapiens GN=PPP5D1 PE=2 SV=2
coding	CHS.53541	chr8:61014964-61022813:+	1e-17	EHH18371.1, hypothetical protein EGK_14950, partial [Macaca mulatta]	-	-
discard	CHS.53938	chr8:92687309-92699350:-	2e-33	EHH54194.1, hypothetical protein EGM_14979, partial [Macaca fascicularis]	6.42e-28	sp|Q8N976|YG039_HUMAN, Putative uncharacterized protein FLJ38264 OS=Homo sapiens PE=5 SV=1
discard	CHS.53976	chr8:94591787-94593849:+	2e-41	AAP34472.1, LP3428 [Homo sapiens]	-	-
discard	CHS.54015	chr8:97559775-97596334:-	3e-16	EHH31407.1, hypothetical protein EGK_12471, partial [Macaca mulatta]	-	-
non-coding	CHS.54101	chr8:101314130-101321362:+	8e-33	CAE91527.1, unnamed protein product [Homo sapiens]	2.59e-18	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1
discard	CHS.54193	chr8:107023200-107029634:+	1e-19	EHH27543.1, hypothetical protein EGK_17760, partial [Macaca mulatta]	-	-
non-coding	CHS.54200	chr8:108102065-108102486:+	7e-37	AAF69654.1, PRO2822 [Homo sapiens]	9.96e-26	sp|Q6UX73|CP089_HUMAN, UPF0764 protein C16orf89 OS=Homo sapiens GN=C16orf89 PE=1 SV=2
discard	CHS.54337	chr8:121743568-121758192:-	2e-34	EHH18952.1, hypothetical protein EGK_19543, partial [Macaca mulatta]	6.21e-21	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1
coding	CHS.54359	chr8:123313088-123319527:+	3e-43	AAP34472.1, LP3428 [Homo sapiens]	-	-
discard	CHS.54390	chr8:124431317-124440741:-	6e-44	AAP34472.1, LP3428 [Homo sapiens]	-	-
discard	CHS.54391	chr8:124431349-124433182:+	2e-71	AAK21302.1, FKSG49 [Homo sapiens]	-	-
non-coding	CHS.54457	chr8:127578461-127594077:+	8e-37	BAE91091.1, unnamed protein product [Macaca fascicularis]	5.07e-24	sp|Q6UX73|CP089_HUMAN, UPF0764 protein C16orf89 OS=Homo sapiens GN=C16orf89 PE=1 SV=2
discard	CHS.545	chr1:16237272-16240004:+	4e-24	CAF14435.1, unnamed protein product, partial [Homo sapiens]	-	-
discard	CHS.54591	chr8:137734310-137762376:+	6e-33	EHH59533.1, hypothetical protein EGM_09670, partial [Macaca fascicularis]	8.70e-18	sp|Q8WTZ3|YS049_HUMAN, Zinc finger protein ENSP00000375192 OS=Homo sapiens PE=2 SV=1
non-coding	CHS.54608	chr8:140494326-140496492:+	1e-29	EHH16412.1, hypothetical protein EGK_11692, partial [Macaca mulatta]	2.04e-21	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1
coding	CHS.54648	chr8:141581573-141585919:+	3e-31	EAW92236.1, hCG1816797 [Homo sapiens]	-	-
non-coding	CHS.54684	chr8:142979778-142981171:+	2e-37	EHH22373.1, hypothetical protein EGK_05619, partial [Macaca mulatta]	1.37e-25	sp|Q8WTZ3|YS049_HUMAN, Zinc finger protein ENSP00000375192 OS=Homo sapiens PE=2 SV=1
coding	CHS.54697	chr8:143204219-143211462:+	-	-	2.40e-46	sp|Q03650|CRAM_TRYBB, Cysteine-rich, acidic integral membrane protein OS=Trypanosoma brucei brucei GN=CRAM PE=2 SV=1
non-coding	CHS.54747	chr8:143897994-143905708:-	2e-22	BAE89171.1, unnamed protein product [Macaca fascicularis]	-	-
non-coding	CHS.54807	chr8:144804595-144827215:-	6e-26	EHH22620.1, hypothetical protein EGK_05928, partial [Macaca mulatta]	3.25e-16	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1
discard	CHS.54820	chr8_KI270810v1_alt:272399-274526:-	3e-40	AAP34472.1, LP3428 [Homo sapiens]	-	-
discard	CHS.5483	chr10:8136203-8139124:+	1e-15	EAW99274.1, hCG2040594, partial [Homo sapiens]	-	-
coding	CHS.54848	chr8_KI270814v1_alt:112537-116568:+	3e-36	BAK64036.1, hypothetical protein [Pan troglodytes]	-	-
non-coding	CHS.54850	chr8_KI270815v1_alt:64295-67202:-	2e-18	BAK62683.1, hypothetical protein [Pan troglodytes]	-	-
non-coding	CHS.54935	chr9:43941-57105:-	1e-23	EHH16041.1, hypothetical protein EGK_11270 [Macaca mulatta]	3.49e-20	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1
non-coding	CHS.54989	chr9:3750312-3759530:+	6e-22	EAW68204.1, hCG2033532 [Homo sapiens]	-	-
discard	CHS.5499	chr10:8973528-8983557:+	3e-31	EHH21096.1, hypothetical protein EGK_04085, partial [Macaca mulatta]	9.71e-27	sp|Q8N976|YG039_HUMAN, Putative uncharacterized protein FLJ38264 OS=Homo sapiens PE=5 SV=1
non-coding	CHS.55006	chr9:4759373-4760200:+	2e-26	EHH15935.1, hypothetical protein EGK_02111, partial [Macaca mulatta]	1.11e-19	sp|Q8N976|YG039_HUMAN, Putative uncharacterized protein FLJ38264 OS=Homo sapiens PE=5 SV=1
discard	CHS.55046	chr9:6678950-6690584:-	2e-37	BAB93502.1, OK/SW-CL.41 [Homo sapiens]	1.46e-27	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1
non-coding	CHS.55081	chr9:13100302-13104974:+	7e-29	EHH14529.1, hypothetical protein EGK_00471, partial [Macaca mulatta]	6.29e-20	sp|Q6UX73|CP089_HUMAN, UPF0764 protein C16orf89 OS=Homo sapiens GN=C16orf89 PE=1 SV=2
coding	CHS.55085	chr9:13738521-13808340:-	2e-45	CAF15144.1, unnamed protein product, partial [Homo sapiens]	1.03e-43	sp|Q53H47|SETMR_HUMAN, Histone-lysine N-methyltransferase SETMAR OS=Homo sapiens GN=SETMAR PE=1 SV=2
discard	CHS.55132	chr9:16976738-16983427:-	3e-40	AAP34472.1, LP3428 [Homo sapiens]	-	-
non-coding	CHS.55154	chr9:19155572-19189379:+	2e-22	EHH15935.1, hypothetical protein EGK_02111, partial [Macaca mulatta]	-	-
non-coding	CHS.552	chr1:16499368-16502081:+	9e-26	EHH22620.1, hypothetical protein EGK_05928, partial [Macaca mulatta]	-	-
non-coding	CHS.55255	chr9:27069812-27081800:+	3e-23	BAB21923.1, hypothetical protein [Macaca fascicularis]	-	-
coding	CHS.55276	chr9:29214303-29229151:+	8e-22	BAE87920.1, unnamed protein product [Macaca fascicularis]	-	-
discard	CHS.553	chr1:16507911-16511384:-	5e-24	EHH24999.1, hypothetical protein EGK_08749, partial [Macaca mulatta]	1.78e-24	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1
non-coding	CHS.55311	chr9:33076869-33078855:-	3e-43	CAD69516.1, unnamed protein product [Homo sapiens]	2.15e-30	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1
discard	CHS.55346	chr9:34136129-34139021:+	5e-42	AAP34472.1, LP3428 [Homo sapiens]	-	-
coding	CHS.55399	chr9:35597506-35604227:-	7e-40	CAF16253.1, unnamed protein product, partial [Homo sapiens]	-	-
non-coding	CHS.55441	chr9:36570250-36572749:-	3e-35	EHH14529.1, hypothetical protein EGK_00471, partial [Macaca mulatta]	1.20e-25	sp|Q6UX73|CP089_HUMAN, UPF0764 protein C16orf89 OS=Homo sapiens GN=C16orf89 PE=1 SV=2
non-coding	CHS.55491	chr9:38650193-38662719:+	2e-25	CAE92120.1, unnamed protein product [Homo sapiens]	9.35e-20	sp|Q96MD7|CI085_HUMAN, Uncharacterized protein C9orf85 OS=Homo sapiens GN=C9orf85 PE=1 SV=1
coding	CHS.55510	chr9:40106725-40112253:+	5e-57	AAH24922.1, Unknown (protein for IMAGE:4345791), partial [Homo sapiens]	-	-
coding	CHS.55537	chr9:41350774-41359374:-	1e-57	AAH24922.1, Unknown (protein for IMAGE:4345791), partial [Homo sapiens]	-	-
discard	CHS.55546	chr9:41792677-41804606:+	8e-20	EHH20620.1, hypothetical protein EGK_03509, partial [Macaca mulatta]	-	-
coding	CHS.55552	chr9:42724994-42726506:+	2e-46	XP_011782881.1, PREDICTED: uncharacterized protein LOC105501504 isoform X4 [Colobus angolensis palliatus]	8.42e-28	sp|A6NN06|U633A_HUMAN, Putative UPF0633 protein MGC21881 OS=Homo sapiens PE=5 SV=1
coding	CHS.55578	chr9:61667260-61674924:-	6e-63	EAW80445.1, hCG1795400 [Homo sapiens]	-	-
coding	CHS.55579	chr9:61672955-61677090:+	9e-43	CAI16776.1, family with sequence similarity 27, member E2 [Homo sapiens]	1.89e-40	sp|Q5T7N8|F27D1_HUMAN, Protein FAM27D1 OS=Homo sapiens GN=FAM27D1 PE=3 SV=2
discard	CHS.55587	chr9:61957995-61961618:+	2e-18	XP_017823708.1, PREDICTED: protein GVQW1-like, partial [Callithrix jacchus]	-	-
coding	CHS.55605	chr9:63040643-63043698:+	6e-16	ELK25717.1, hypothetical protein MDA_GLEAN10013964 [Myotis davidii]	-	-
discard	CHS.55635	chr9:64911561-64926593:+	1e-16	CAF01714.1, unnamed protein product, partial [Homo sapiens]	-	-
coding	CHS.55640	chr9:65384744-65392626:+	1e-73	CAI16776.1, family with sequence similarity 27, member E2 [Homo sapiens]	2.13e-50	sp|Q08E93|F27E3_HUMAN, Protein FAM27E3 OS=Homo sapiens GN=FAM27E3 PE=1 SV=1
coding	CHS.55641	chr9:65385641-65392337:-	8e-40	XP_016792713.1, PREDICTED: LOW QUALITY PROTEIN: protein FAM27D1-like [Pan troglodytes]	8.51e-40	sp|Q5T7N8|F27D1_HUMAN, Protein FAM27D1 OS=Homo sapiens GN=FAM27D1 PE=3 SV=2
discard	CHS.55654	chr9:65807446-65815335:-	6e-54	EAW51518.1, hCG2039129 [Homo sapiens]	2.64e-29	sp|Q8N976|YG039_HUMAN, Putative uncharacterized protein FLJ38264 OS=Homo sapiens PE=5 SV=1
coding	CHS.55664	chr9:66264501-66269893:-	1e-57	AAH24922.1, Unknown (protein for IMAGE:4345791), partial [Homo sapiens]	-	-
discard	CHS.55675	chr9:67382111-67393383:-	2e-17	EHH20620.1, hypothetical protein EGK_03509, partial [Macaca mulatta]	-	-
discard	CHS.55679	chr9:67624898-67632551:+	2e-42	EHH20232.1, hypothetical protein EGK_03041, partial [Macaca mulatta]	2.40e-34	sp|Q8WTZ3|YS049_HUMAN, Zinc finger protein ENSP00000375192 OS=Homo sapiens PE=2 SV=1
non-coding	CHS.55750	chr9:72343592-72350103:+	4e-39	EHH53367.1, hypothetical protein EGM_13996, partial [Macaca fascicularis]	9.75e-29	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1
discard	CHS.55800	chr9:75183058-75195259:+	2e-34	EHH63636.1, hypothetical protein EGM_16643, partial [Macaca fascicularis]	4.31e-22	sp|Q96MD7|CI085_HUMAN, Uncharacterized protein C9orf85 OS=Homo sapiens GN=C9orf85 PE=1 SV=1
non-coding	CHS.55830	chr9:78226927-78236019:-	2e-18	EAW78227.1, hCG1811714 [Homo sapiens]	-	-
discard	CHS.55878	chr9:83064640-83075308:-	9e-31	EHH59533.1, hypothetical protein EGM_09670, partial [Macaca fascicularis]	4.83e-16	sp|A0A096LPI5|GVQW2_HUMAN, Protein GVQW2 OS=Homo sapiens GN=GVQW2 PE=4 SV=1
non-coding	CHS.55887	chr9:83726863-83738912:-	8e-81	AAK08108.1, FKSG63 [Homo sapiens]	-	-
non-coding	CHS.55909	chr9:85453503-85454436:+	1e-36	BAE91091.1, unnamed protein product [Macaca fascicularis]	9.72e-26	sp|Q6UX73|CP089_HUMAN, UPF0764 protein C16orf89 OS=Homo sapiens GN=C16orf89 PE=1 SV=2
coding	CHS.55931	chr9:86751067-86758347:+	7e-46	EAW62720.1, hCG2036793 [Homo sapiens]	-	-
discard	CHS.55987	chr9:88704359-88716625:+	6e-38	EHH20232.1, hypothetical protein EGK_03041, partial [Macaca mulatta]	2.26e-30	sp|Q96MD7|CI085_HUMAN, Uncharacterized protein C9orf85 OS=Homo sapiens GN=C9orf85 PE=1 SV=1
discard	CHS.55993	chr9:88958724-88959545:-	1e-43	EAW51232.1, hCG1820357 [Homo sapiens]	-	-
discard	CHS.5603	chr10:15497774-15510103:-	5e-27	BAC04924.1, unnamed protein product [Homo sapiens]	3.04e-24	sp|Q8WTZ3|YS049_HUMAN, Zinc finger protein ENSP00000375192 OS=Homo sapiens PE=2 SV=1
non-coding	CHS.56041	chr9:91188174-91199592:+	3e-28	EHH60270.1, hypothetical protein EGM_11598, partial [Macaca fascicularis]	8.16e-29	sp|Q96MD7|CI085_HUMAN, Uncharacterized protein C9orf85 OS=Homo sapiens GN=C9orf85 PE=1 SV=1
discard	CHS.56045	chr9:91361657-91404994:+	8e-45	EAW56733.1, similar to zinc finger protein 569, isoform CRA_a [Homo sapiens]	7.12e-32	sp|Q8N7I0|GVQW1_HUMAN, Protein GVQW1 OS=Homo sapiens GN=GVQW1 PE=2 SV=1
discard	CHS.56086	chr9:93038355-93052001:-	7e-41	EHH60697.1, hypothetical protein EGM_18538, partial [Macaca fascicularis]	2.69e-31	sp|Q8N7I0|GVQW1_HUMAN, Protein GVQW1 OS=Homo sapiens GN=GVQW1 PE=2 SV=1
discard	CHS.56149	chr9:95563488-95567056:+	2e-37	NP_001310237.1, zinc finger protein 454 isoform 2 [Homo sapiens]	2.98e-21	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1
discard	CHS.56153	chr9:95756670-95759104:+	9e-22	EHH64647.1, hypothetical protein EGM_17921, partial [Macaca fascicularis]	1.33e-16	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1
discard	CHS.56165	chr9:96218614-96220266:+	8e-29	EHH15935.1, hypothetical protein EGK_02111, partial [Macaca mulatta]	9.55e-28	sp|Q96MD7|CI085_HUMAN, Uncharacterized protein C9orf85 OS=Homo sapiens GN=C9orf85 PE=1 SV=1
non-coding	CHS.56176	chr9:96619963-96625501:+	3e-27	EAW48014.1, hCG2030582 [Homo sapiens]	2.64e-16	sp|E7EU14|PP5D1_HUMAN, Protein PPP5D1 OS=Homo sapiens GN=PPP5D1 PE=2 SV=2
discard	CHS.56180	chr9:96742720-96751290:+	2e-30	EHH18952.1, hypothetical protein EGK_19543, partial [Macaca mulatta]	7.21e-26	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1
discard	CHS.56217	chr9:97794616-97799080:+	6e-40	EAW51232.1, hCG1820357 [Homo sapiens]	-	-
coding	CHS.56219	chr9:97799806-97804974:-	9e-31	EHH64647.1, hypothetical protein EGM_17921, partial [Macaca fascicularis]	1.23e-26	sp|Q6UX73|CP089_HUMAN, UPF0764 protein C16orf89 OS=Homo sapiens GN=C16orf89 PE=1 SV=2
non-coding	CHS.56232	chr9:98018148-98030665:+	1.15e-20	EHH50883.1, hypothetical protein EGM_01778, partial [Macaca fascicularis]	1.15e-20	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1
discard	CHS.56251	chr9:98907797-98943083:-	2e-23	AAG35479.1, PRO0898 [Homo sapiens]	-	-
discard	CHS.56285	chr9:100392104-100394521:+	6e-40	AAP34472.1, LP3428 [Homo sapiens]	-	-
coding	CHS.56318	chr9:102443857-102497886:-	1e-26	XP_014411656.1, PREDICTED: protein CEBPZOS isoform X2 [Camelus ferus]	1.65e-24	sp|A8MTT3|CEBOS_HUMAN, Protein CEBPZOS OS=Homo sapiens GN=CEBPZOS PE=1 SV=2
discard	CHS.56325	chr9:103325227-103327519:+	2e-26	EHH51808.1, hypothetical protein EGM_11255, partial [Macaca fascicularis]	2.55e-23	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1
non-coding	CHS.56355	chr9:105020342-105065076:-	7e-40	AAG35515.1, PRO2550 [Homo sapiens]	1.67e-28	sp|Q6UX73|CP089_HUMAN, UPF0764 protein C16orf89 OS=Homo sapiens GN=C16orf89 PE=1 SV=2
non-coding	CHS.56361	chr9:105194785-105227169:-	1e-28	EHH27951.1, hypothetical protein EGK_18274, partial [Macaca mulatta]	1.43e-25	sp|Q8WTZ3|YS049_HUMAN, Zinc finger protein ENSP00000375192 OS=Homo sapiens PE=2 SV=1
coding	CHS.56391	chr9:107252061-107262261:+	1e-67	BAD92674.1, similar to FKSG60, partial [Homo sapiens]	-	-
non-coding	CHS.56392	chr9:107256097-107258084:-	5e-24	AAM46782.1, hepatocellular carcinoma-associated antigen HCA25a [Homo sapiens]	-	-
discard	CHS.56393	chr9:107271175-107273075:-	5e-84	AAK21310.1, FKSG57 [Homo sapiens]	-	-
discard	CHS.56394	chr9:107271175-107273141:+	1e-42	AAP34472.1, LP3428 [Homo sapiens]	-	-
non-coding	CHS.56462	chr9:111485057-111485430:-	1e-25	EHH23662.1, hypothetical protein EGK_07177, partial [Macaca mulatta]	2.36e-21	sp|Q8WTZ3|YS049_HUMAN, Zinc finger protein ENSP00000375192 OS=Homo sapiens PE=2 SV=1
non-coding	CHS.56475	chr9:111807451-111823553:-	1e-22	EAW65432.1, hCG2038442, partial [Homo sapiens]	-	-
discard	CHS.56476	chr9:111823736-111827207:+	1e-28	CAF17222.1, unnamed protein product, partial [Homo sapiens]	-	-
non-coding	CHS.56481	chr9:111942479-111952702:-	8e-33	EHH18952.1, hypothetical protein EGK_19543, partial [Macaca mulatta]	5.21e-29	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1
coding	CHS.56505	chr9:112890971-112899846:+	4e-22	ELR54012.1, hypothetical protein M91_03060, partial [Bos mutus]	-	-
non-coding	CHS.56527	chr9:113380765-113382060:+	2e-43	EAW56733.1, similar to zinc finger protein 569, isoform CRA_a [Homo sapiens]	7.78e-34	sp|Q6B4Z3|UTY_PANTR, Histone demethylase UTY OS=Pan troglodytes GN=UTY PE=2 SV=1
discard	CHS.56561	chr9:114682121-114694946:+	3e-35	EHH64738.1, hypothetical protein EGM_18043, partial [Macaca fascicularis]	1.47e-30	sp|Q8WTZ3|YS049_HUMAN, Zinc finger protein ENSP00000375192 OS=Homo sapiens PE=2 SV=1
non-coding	CHS.56585	chr9:115939390-115964954:+	9e-26	CAE91723.1, unnamed protein product [Homo sapiens]	3.22e-23	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1
discard	CHS.56662	chr9:122093483-122095428:+	8e-20	EHH51985.1, hypothetical protein EGM_12341, partial [Macaca fascicularis]	1.88e-17	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1
discard	CHS.56715	chr9:124173581-124222510:-	5e-40	EHH24426.1, hypothetical protein EGK_08082, partial [Macaca mulatta]	2.26e-29	sp|Q6UX73|CP089_HUMAN, UPF0764 protein C16orf89 OS=Homo sapiens GN=C16orf89 PE=1 SV=2
discard	CHS.56769	chr9:126286451-126298690:-	3e-27	EAW65432.1, hCG2038442, partial [Homo sapiens]	-	-
discard	CHS.56794	chr9:127409597-127417651:-	1e-18	EHH59972.1, hypothetical protein EGM_10210, partial [Macaca fascicularis]	-	-
discard	CHS.56851	chr9:128289578-128298526:-	4e-42	CAD69798.1, unnamed protein product [Homo sapiens]	-	-
discard	CHS.56862	chr9:128437418-128439464:+	5e-25	EHH27277.1, hypothetical protein EGK_17439, partial [Macaca mulatta]	1.13e-19	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1
non-coding	CHS.56873	chr9:128700175-128702465:-	1e-29	BAB21923.1, hypothetical protein [Macaca fascicularis]	-	-
discard	CHS.56924	chr9:129469596-129472073:+	1e-24	CAD33407.1, unnamed protein product [Homo sapiens]	8.88e-19	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1
discard	CHS.56935	chr9:129598815-129602964:-	6e-18	EHH59533.1, hypothetical protein EGM_09670, partial [Macaca fascicularis]	6.15e-17	sp|Q96MD7|CI085_HUMAN, Uncharacterized protein C9orf85 OS=Homo sapiens GN=C9orf85 PE=1 SV=1
discard	CHS.56966	chr9:130540288-130547595:-	3e-33	EHH64647.1, hypothetical protein EGM_17921, partial [Macaca fascicularis]	8.05e-26	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1
discard	CHS.57002	chr9:131532506-131537717:-	2e-25	EHH59533.1, hypothetical protein EGM_09670, partial [Macaca fascicularis]	2.50e-16	sp|Q96MD7|CI085_HUMAN, Uncharacterized protein C9orf85 OS=Homo sapiens GN=C9orf85 PE=1 SV=1
discard	CHS.57118	chr9:135401027-135405769:-	6e-37	EHH57573.1, hypothetical protein EGM_07242, partial [Macaca fascicularis]	2.08e-33	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1
discard	CHS.5713	chr10:23422182-23425493:+	3e-32	CAE90318.1, unnamed protein product [Homo sapiens]	5.99e-25	sp|Q6B4Z3|UTY_PANTR, Histone demethylase UTY OS=Pan troglodytes GN=UTY PE=2 SV=1
coding	CHS.57155	chr9:136124628-136126736:-	1e-23	EFB22320.1, hypothetical protein PANDA_013309, partial [Ailuropoda melanoleuca]	-	-
non-coding	CHS.5716	chr10:23450784-23453129:+	2e-36	EHH18371.1, hypothetical protein EGK_14950, partial [Macaca mulatta]	2.68e-25	sp|Q8N7I0|GVQW1_HUMAN, Protein GVQW1 OS=Homo sapiens GN=GVQW1 PE=2 SV=1
non-coding	CHS.57172	chr9:136425336-136428567:+	3e-32	EHH60624.1, hypothetical protein EGM_12020, partial [Macaca fascicularis]	2.87e-26	sp|Q8WTZ3|YS049_HUMAN, Zinc finger protein ENSP00000375192 OS=Homo sapiens PE=2 SV=1
discard	CHS.57179	chr9:136556370-136561187:+	1e-36	EHH61346.1, hypothetical protein EGM_19342, partial [Macaca fascicularis]	6.04e-32	sp|Q8WTZ3|YS049_HUMAN, Zinc finger protein ENSP00000375192 OS=Homo sapiens PE=2 SV=1
discard	CHS.57190	chr9:136638248-136640156:+	4e-55	EAW81162.1, hCG1814203 [Homo sapiens]	4.12e-36	sp|Q6UX73|CP089_HUMAN, UPF0764 protein C16orf89 OS=Homo sapiens GN=C16orf89 PE=1 SV=2
coding	CHS.57270	chr9:137295547-137314508:+	1e-15	XP_012364199.1, PREDICTED: torsin-4A [Nomascus leucogenys]	-	-
discard	CHS.5728	chr10:24811045-24827773:+	4e-20	EHH60697.1, hypothetical protein EGM_18538, partial [Macaca fascicularis]	2.97e-19	sp|Q8N976|YG039_HUMAN, Putative uncharacterized protein FLJ38264 OS=Homo sapiens PE=5 SV=1
coding	CHS.57293	chr9:138208379-138211074:+	7e-80	EAL23704.1, LOC389455 [Homo sapiens]	-	-
discard	CHS.57307	chr9_KI270718v1_random:27438-35813:+	5e-34	EHH20736.1, hypothetical protein EGK_03652, partial [Macaca mulatta]	4.15e-28	sp|Q8N976|YG039_HUMAN, Putative uncharacterized protein FLJ38264 OS=Homo sapiens PE=5 SV=1
coding	CHS.57336	chrUn_GL000214v1:122201-135863:-	9e-64	XP_008972665.1, PREDICTED: uncharacterized protein LOC103786519 [Pan paniscus]	-	-
coding	CHS.57337	chrUn_GL000214v1:122712-137718:-	0.0	XP_016885660.1, PREDICTED: DNA-directed RNA polymerase II subunit RPB1-like [Homo sapiens]	-	-
coding	CHS.57338	chrUn_GL000216v2:5180-10578:-	5e-17	CAF00752.1, unnamed protein product, partial [Homo sapiens]	-	-
