Status	Transcript_ID	Gene_ID	Location	Transcript_Length	No_of_exons	No_of_samples	Average_TPM	Maximum_TPM	NR_Eval	NR_hit	SP_Eval	SP_hit	CDD_Eval	Pfam_Eval	CDSlen	CDSreps	CDSrepeatcov	ALU_cdcov	LINE_cdcov	GencodeCall
discard	CHS.39082.1	CHS.39082	chr3:181925349-181932073:+	1107	2	1	1.714905	1.714905	9e-80	EAW57759.1, hCG2038827, partial [Homo sapiens]	-	-	-	-	534	Retroposon|SVA:534	100.0	100.0	0	Retroposon/SVA
discard	CHS.20043.1	CHS.20043	chr16:62101857-62130645:+	1941	4	1	3.397515	3.397515	6e-21	EHH17280.1, hypothetical protein EGK_13646, partial [Macaca mulatta]	6.30e-20	sp|Q6UX73|CP089_HUMAN, UPF0764 protein C16orf89 OS=Homo sapiens GN=C16orf89 PE=1 SV=2	-	-	384	SINE|Alu:323	84.1	84.1	0	SINE/Alu
discard	CHS.2228.1	CHS.2228	chr1:92978169-92985747:+	524	2	2	1.5602945	2.741435	3e-38	BAE89454.1, unnamed protein product [Macaca fascicularis]	7.49e-17	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1	-	-	264	SINE|Alu:264	100.0	100.0	0	SINE/Alu
non-coding	CHS.47825.5	CHS.47825	chr6:151396029-151400866:-	4838	1	358	2.16546632960894	16.085213	5e-25	XP_017715572.1, PREDICTED: putative uncharacterized protein encoded by LINC00269, partial [Rhinopithecus bieti]	7.79e-21	sp|Q8WTZ3|YS049_HUMAN, Zinc finger protein ENSP00000375192 OS=Homo sapiens PE=2 SV=1	-	-	330	SINE|Alu:230,DNA|hAT-Blackjack:23	76.7	69.7	0	SINE/Alu;DNA/hAT-Blackjack
non-coding	CHS.24943.1	CHS.24943	chr18:74490525-74490808:+	284	1	17	4.74883517647059	19.942028	1e-27	EHH16997.1, hypothetical protein EGK_13278, partial [Macaca mulatta]	2.37e-24	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1	-	-	186	SINE|Alu:186	100.0	100.0	0	SINE/Alu
discard	CHS.48929.1	CHS.48929	chr6_GL000253v2_alt:3158223-3161913:-	3513	2	1	1.622775	1.622775	6e-25	AAM46782.1, hepatocellular carcinoma-associated antigen HCA25a [Homo sapiens]	-	-	-	-	363	Retroposon|SVA:363	100.0	100.0	0	Retroposon/SVA
coding	CHS.42777.4	CHS.42777	chr5:49658181-49658759:-	215	2	9	15.0359478888889	42.969288	-	-	-	-	-	-	-	-	-	-	-	Simple_repeat
coding	CHS.42777.3	CHS.42777	chr5:49657191-49660501:-	299	3	1	34.143486	34.143486	7e-22	CAF00752.1, unnamed protein product, partial [Homo sapiens]	-	-	-	5.90E-06	-	-	-	-	-	Simple_repeat
coding	CHS.42777.1	CHS.42777	chr5:49656374-49658743:-	228	2	2	13.7392835	24.619934	-	-	-	-	-	-	-	-	-	-	-	Simple_repeat
non-coding	CHS.27163.2	CHS.27163	chr19:48294464-48296302:+	1839	1	398	2.51013011306533	18.055826	5e-36	EHH60270.1, hypothetical protein EGM_11598, partial [Macaca fascicularis]	1.93e-32	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1	-	-	249	SINE|Alu:239,SINE|MIR:10	100.0	96.0	0	SINE/Alu;SINE/MIR
coding	CHS.48187.1	CHS.48187	chr6:170137288-170140270:-	2875	2	7	1.12129242857143	2.36012	5e-18	XP_011230631.1, PREDICTED: protein ripply2 [Ailuropoda melanoleuca]	-	-	-	-	-	-	-	-	-	-
discard	CHS.50809.1	CHS.50809	chr7:67240225-67249038:+	554	2	1	2.572349	2.572349	2e-28	EHH63176.1, hypothetical protein EGM_16090, partial [Macaca fascicularis]	3.19e-20	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1	-	-	186	SINE|Alu:186	100.0	100.0	0	SINE/Alu
discard	CHS.1189.2	CHS.1189	chr1:35693426-35707679:-	1213	3	1	1.251404	1.251404	4e-27	BAB70813.1, unnamed protein product [Homo sapiens]	-	-	-	-	579	SINE|MIR:47,SINE|Alu:267	54.2	46.1	0	SINE/Alu;SINE/MIR
discard	CHS.47127.6	CHS.47127	chr6:107680357-107683464:+	2267	2	7	1.64378257142857	2.944212	2e-18	EHH61346.1, hypothetical protein EGM_19342, partial [Macaca fascicularis]	8.77e-16	sp|Q8WTZ3|YS049_HUMAN, Zinc finger protein ENSP00000375192 OS=Homo sapiens PE=2 SV=1	-	-	294	SINE|Alu:168	57.1	57.1	0	SINE/Alu
discard	CHS.10649.2	CHS.10649	chr12:1651263-1654684:-	1715	2	1	2.430947	2.430947	2e-20	CAD69798.1, unnamed protein product [Homo sapiens]	-	-	-	-	516	SINE|Alu:410	79.5	79.5	0	SINE/Alu
non-coding	CHS.4733.2	CHS.4733	chr1:226138962-226142697:+	3736	1	5098	1.98871764025108	23.552022	4e-27	EHH59533.1, hypothetical protein EGM_09670, partial [Macaca fascicularis]	1.94e-20	sp|Q8WTZ3|YS049_HUMAN, Zinc finger protein ENSP00000375192 OS=Homo sapiens PE=2 SV=1	-	-	240	SINE|Alu:224	93.3	93.3	0	SINE/Alu
coding	CHS.42770.1	CHS.42770	chr5:49601095-49602869:+	1025	2	33	6.66578572727273	22.537436	3e-20	CAF00752.1, unnamed protein product, partial [Homo sapiens]	-	-	-	-	-	-	-	-	-	Simple_repeat
coding	CHS.42770.5	CHS.42770	chr5:49601500-49603111:+	802	3	2	67.81577	110.622772	2e-19	CAF00752.1, unnamed protein product, partial [Homo sapiens]	-	-	-	9.30E-05	-	-	-	-	-	Simple_repeat
coding	CHS.42770.3	CHS.42770	chr5:49601498-49603131:+	584	2	4	22.7585395	42.944862	1e-19	CAF00752.1, unnamed protein product, partial [Homo sapiens]	-	-	-	1.30E-05	-	-	-	-	-	Simple_repeat
coding	CHS.42770.4	CHS.42770	chr5:49601500-49602601:+	377	2	5	15.9478298	31.335363	1e-17	CAF00752.1, unnamed protein product, partial [Homo sapiens]	-	-	-	-	-	-	-	-	-	Simple_repeat
coding	CHS.42770.7	CHS.42770	chr5:49602297-49602624:+	328	1	4	6.03884525	17.482506	2e-19	CAF00754.1, unnamed protein product, partial [Homo sapiens]	-	-	-	-	-	-	-	-	-	Simple_repeat
discard	CHS.733.1	CHS.733	chr1:22663121-22665749:+	2066	2	1	1.326995	1.326995	4e-29	CAE93856.1, unnamed protein product [Homo sapiens]	8.98e-19	sp|E7EU14|PP5D1_HUMAN, Protein PPP5D1 OS=Homo sapiens GN=PPP5D1 PE=2 SV=2	-	-	396	SINE|Alu:269	67.9	67.9	0	SINE/Alu
discard	CHS.21818.1	CHS.21818	chr17:32392423-32401039:-	1150	2	1	1.29373	1.29373	2e-32	EHH55556.1, hypothetical protein EGM_04788, partial [Macaca fascicularis]	5.68e-30	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1	-	-	259	SINE|Alu:254	98.1	98.1	0	SINE/Alu
discard	CHS.5994.1	CHS.5994	chr10:42401830-42406943:-	3715	3	1	1.823799	1.823799	4e-19	EHH24426.1, hypothetical protein EGK_08082, partial [Macaca mulatta]	9.73e-18	sp|Q6UX73|CP089_HUMAN, UPF0764 protein C16orf89 OS=Homo sapiens GN=C16orf89 PE=1 SV=2	-	-	273	SINE|Alu:219	80.2	80.2	0	SINE/Alu
non-coding	CHS.6435.1	CHS.6435	chr10:71374039-71381646:+	6409	2	22	2.03009490909091	3.300517	2e-31	EAW48919.1, hCG2028158, partial [Homo sapiens]	6.15e-22	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1	-	-	324	SINE|Alu:281	86.7	86.7	0	SINE/Alu
coding	CHS.4698.1	CHS.4698	chr1:224858357-224860217:-	1167	2	5	0.983859	1.285534	9e-52	CAF17389.1, unnamed protein product, partial [Homo sapiens]	-	-	-	-	-	-	-	-	-	-
non-coding	CHS.21569.1	CHS.21569	chr17:19898467-19904206:+	5740	1	5541	2.87238592672803	20.021508	1e-26	EAW86211.1, protein tyrosine phosphatase-like (proline instead of catalytic arginine), member A, isoform CRA_b [Homo sapiens]	-	-	-	-	366	SINE|Alu:361	98.6	98.6	0	SINE/Alu
discard	CHS.43850.1	CHS.43850	chr5:131211232-131219418:-	3672	2	1	1.193949	1.193949	6e-28	EHH21360.1, hypothetical protein EGK_04398, partial [Macaca mulatta]	1.25e-19	sp|Q6B4Z3|UTY_PANTR, Histone demethylase UTY OS=Pan troglodytes GN=UTY PE=2 SV=1	-	-	327	SINE|Alu:307	93.9	93.9	0	SINE/Alu
discard	CHS.11895.1	CHS.11895	chr12:56518895-56519805:-	686	2	10	0.9466291	1.586816	2e-22	EHH15638.1, hypothetical protein EGK_01753, partial [Macaca mulatta]	1.82e-23	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1	-	-	189	SINE|Alu:155	82.0	82.0	0	SINE/Alu
discard	CHS.40227.3	CHS.40227	chr4:39159728-39182206:-	1555	3	9	1.35670577777778	1.850247	1e-34	CAE89080.1, unnamed protein product [Homo sapiens]	8.98e-29	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1	-	-	264	SINE|Alu:237	89.8	89.8	0	SINE/Alu
coding	CHS.45227.1	CHS.45227	chr6:3882056-3888857:-	6635	2	2	0.828791	1.273907	4e-57	XP_014990973.1, PREDICTED: uncharacterized protein LOC106997773 [Macaca mulatta]	-	-	-	-	-	-	-	-	-	-
non-coding	CHS.28762.1	CHS.28762	chr2:10901640-10902739:+	1100	1	683	3.23469974231332	24.955549	3e-86	AAK21302.1, FKSG49 [Homo sapiens]	-	-	-	-	375	Retroposon|SVA:375	100.0	100.0	0	Retroposon/SVA
discard	CHS.57002.2	CHS.57002	chr9:131533909-131537717:-	517	2	9	1.30863188888889	1.779813	2e-25	EHH59533.1, hypothetical protein EGM_09670, partial [Macaca fascicularis]	2.50e-16	sp|Q96MD7|CI085_HUMAN, Uncharacterized protein C9orf85 OS=Homo sapiens GN=C9orf85 PE=1 SV=1	-	-	219	SINE|Alu:189,Simple_repeat:30	100.0	86.3	0	SINE/Alu;Simple_repeat
discard	CHS.8132.1	CHS.8132	chr11:12662016-12666533:-	2909	2	2	1.9325275	2.591364	1e-44	EHH60270.1, hypothetical protein EGM_11598, partial [Macaca fascicularis]	4.52e-44	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1	-	-	357	SINE|Alu:290	81.2	81.2	0	SINE/Alu
discard	CHS.50873.1	CHS.50873	chr7:73523599-73534522:+	10924	1	1	1.38967	1.38967	1e-49	EHH64004.1, hypothetical protein EGM_17106, partial [Macaca fascicularis]	1.96e-38	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1	-	-	399	SINE|Alu:399	100.0	100.0	0	SINE/Alu
discard	CHS.353.1	CHS.353	chr1:10393446-10397981:-	3219	2	1	1.36942	1.36942	3e-40	EHH20736.1, hypothetical protein EGK_03652, partial [Macaca mulatta]	1.55e-35	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1	-	-	405	SINE|Alu:403	99.5	99.5	0	SINE/Alu
discard	CHS.3569.1	CHS.3569	chr1:162450438-162465298:-	1386	2	7	2.77234885714286	4.688767	2e-33	AAP34472.1, LP3428 [Homo sapiens]	-	-	-	-	222	Retroposon|SVA:222	100.0	100.0	0	Retroposon/SVA
non-coding	CHS.45849.2	CHS.45849	chr6:29717709-29720274:+	2391	2	40	2.2613089	4.982421	1e-42	BAL04096.1, patient fukutin [Homo sapiens]	-	-	-	-	246	Retroposon|SVA:246	100.0	100.0	0	Retroposon/SVA
non-coding	CHS.45849.1	CHS.45849	chr6:29717709-29720267:+	2384	2	50	1.80313472	3.698533	1e-42	BAL04096.1, patient fukutin [Homo sapiens]	-	-	-	-	246	Retroposon|SVA:246	100.0	100.0	0	Retroposon/SVA
non-coding	CHS.45849.3	CHS.45849	chr6:29718590-29720272:+	1064	2	1	1.731512	1.731512	3e-43	AAP34472.1, LP3428 [Homo sapiens]	-	-	-	-	222	Retroposon|SVA:222	100.0	100.0	0	Retroposon/SVA
non-coding	CHS.42518.3	CHS.42518	chr5:30197985-30211567:+	2700	3	9	5.31804222222222	14.73084	3e-21	CAE92120.1, unnamed protein product [Homo sapiens]	-	-	-	-	666	Simple_repeat:267,SINE|Alu:247	77.2	37.1	0	SINE/Alu;Simple_repeat
discard	CHS.26114.1	CHS.26114	chr19:18799582-18802118:+	2381	2	2	1.1095885	1.849437	1e-30	EHH15935.1, hypothetical protein EGK_02111, partial [Macaca mulatta]	1.19e-17	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1	-	-	720	SINE|MIR:218,Simple_repeat:42,SINE|Alu:288	76.1	40.0	0	SINE/Alu;SINE/MIR;Simple_repeat
discard	CHS.818.2	CHS.818	chr1:24704956-24707698:+	2449	2	1	1.488958	1.488958	3e-16	BAB93502.1, OK/SW-CL.41 [Homo sapiens]	-	-	-	-	336	SINE|Alu:271	80.7	80.7	0	SINE/Alu
non-coding	CHS.46577.1	CHS.46577	chr6:52815288-52827278:+	3032	2	74	5.6643585	18.338833	1e-39	AAP34472.1, LP3428 [Homo sapiens]	-	-	-	-	264	Retroposon|SVA:247	93.6	93.6	0	Retroposon/SVA
non-coding	CHS.46577.2	CHS.46577	chr6:52815444-52826641:+	2160	2	14	2.20980185714286	3.5284	1e-39	AAP34472.1, LP3428 [Homo sapiens]	-	-	-	-	264	Retroposon|SVA:247	93.6	93.6	0	Retroposon/SVA
coding	CHS.40499.1	CHS.40499	chr4:62454161-62455344:-	827	2	8	2.405276125	3.189503	8e-32	CAF15110.1, unnamed protein product, partial [Homo sapiens]	-	-	-	-	-	-	-	-	-	-
non-coding	CHS.852.4	CHS.852	chr1:25594131-25596072:-	1942	1	63	4.77619779365079	37.197025	6e-27	EAW78227.1, hCG1811714 [Homo sapiens]	-	-	-	-	210	SINE|Alu:210	100.0	100.0	0	Retroposon/SVA;SINE/Alu
non-coding	CHS.852.2	CHS.852	chr1:25593248-25596065:-	2818	1	17	16.2147424117647	38.572601	6e-27	EAW78227.1, hCG1811714 [Homo sapiens]	-	-	-	-	210	SINE|Alu:210	100.0	100.0	0	Retroposon/SVA;SINE/Alu
non-coding	CHS.852.10	CHS.852	chr1:25604287-25606690:-	2404	1	6	6.34629183333333	16.674768	2e-85	AAK08111.1, FKSG67 [Homo sapiens]	-	-	-	-	375	Retroposon|SVA:375	100.0	100.0	0	Retroposon/SVA;SINE/Alu
discard	CHS.35084.2	CHS.35084	chr22:11024882-11039317:-	7414	4	1	3.110229	3.110229	5e-21	BAE89454.1, unnamed protein product [Macaca fascicularis]	-	-	-	-	429	SINE|Alu:212	49.4	49.4	0	SINE/Alu
discard	CHS.49664.1	CHS.49664	chr7:269445-271971:+	2470	2	1	1.095713	1.095713	1e-20	EHH18371.1, hypothetical protein EGK_14950, partial [Macaca mulatta]	1.09e-16	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1	-	-	492	SINE|Alu:198	40.2	40.2	0	SINE/Alu
discard	CHS.42526.1	CHS.42526	chr5:31363490-31386938:+	1049	3	7	1.63560085714286	2.958922	1e-23	CAF01537.1, unnamed protein product, partial [Homo sapiens]	-	-	-	-	183	SINE|Alu:183	100.0	100.0	0	SINE/Alu
coding	CHS.55085.2	CHS.55085	chr9:13738566-13744037:-	1111	2	7	0.800194571428571	1.347884	2e-45	CAF15144.1, unnamed protein product, partial [Homo sapiens]	1.03e-43	sp|Q53H47|SETMR_HUMAN, Histone-lysine N-methyltransferase SETMAR OS=Homo sapiens GN=SETMAR PE=1 SV=2	-	-	-	-	-	-	-	DNA/TcMar-Mariner
discard	CHS.793.1	CHS.793	chr1:23989925-23995434:-	5332	2	4	2.2320885	3.980948	1e-23	AAM46782.1, hepatocellular carcinoma-associated antigen HCA25a [Homo sapiens]	-	-	-	-	522	Retroposon|SVA:522	100.0	100.0	0	Retroposon/SVA
discard	CHS.56153.1	CHS.56153	chr9:95756670-95759104:+	2301	2	1	2.071239	2.071239	9e-22	EHH64647.1, hypothetical protein EGM_17921, partial [Macaca fascicularis]	1.33e-16	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1	-	-	417	SINE|Alu:302	72.4	72.4	0	SINE/Alu
discard	CHS.50644.1	CHS.50644	chr7:54621689-54654249:+	21997	3	1	6.640071	6.640071	1e-26	EHH64951.1, hypothetical protein EGM_18285, partial [Macaca fascicularis]	9.70e-20	sp|Q6B4Z3|UTY_PANTR, Histone demethylase UTY OS=Pan troglodytes GN=UTY PE=2 SV=1	-	-	426	SINE|Alu:293	68.8	68.8	0	SINE/Alu
discard	CHS.44256.1	CHS.44256	chr5:142762247-142766930:+	2744	2	2	2.2319535	3.919921	1e-43	EHH18371.1, hypothetical protein EGK_14950, partial [Macaca mulatta]	7.76e-30	sp|Q8N7I0|GVQW1_HUMAN, Protein GVQW1 OS=Homo sapiens GN=GVQW1 PE=2 SV=1	-	-	483	SINE|Alu:296,DNA|hAT-Charlie:160	94.4	61.3	0	SINE/Alu;DNA/hAT-Charlie
non-coding	CHS.43117.1	CHS.43117	chr5:72063669-72064545:+	877	1	2	15.331537	17.899767	2e-16	EHH15918.1, hypothetical protein EGK_02088, partial [Macaca mulatta]	-	-	-	-	270	SINE|Alu:224	83.0	83.0	0	SINE/Alu
non-coding	CHS.23113.1	CHS.23113	chr17:70884813-70947842:-	4155	2	16	2.1126833125	5.594175	1e-29	EHH59533.1, hypothetical protein EGM_09670, partial [Macaca fascicularis]	5.27e-18	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1	-	-	318	SINE|Alu:291	91.5	91.5	0	SINE/Alu
non-coding	CHS.32820.2	CHS.32820	chr20:4015794-4016184:-	391	1	75	3.36556305333333	24.258335	2e-23	CAD33452.1, unnamed protein product [Homo sapiens]	1.12e-16	sp|Q68CZ1|FTM_HUMAN, Protein fantom OS=Homo sapiens GN=RPGRIP1L PE=1 SV=2	-	-	252	SINE|Alu:175	69.4	69.4	0	SINE/Alu
discard	CHS.55878.1	CHS.55878	chr9:83064640-83075308:-	2252	2	1	2.559535	2.559535	9e-31	EHH59533.1, hypothetical protein EGM_09670, partial [Macaca fascicularis]	4.83e-16	sp|A0A096LPI5|GVQW2_HUMAN, Protein GVQW2 OS=Homo sapiens GN=GVQW2 PE=4 SV=1	-	-	288	SINE|Alu:253	87.8	87.8	0	SINE/Alu
non-coding	CHS.39210.1	CHS.39210	chr3:186923463-186924293:-	831	1	1	17.176168	17.176168	5e-43	EHH18371.1, hypothetical protein EGK_14950, partial [Macaca mulatta]	4.54e-35	sp|Q8N7I0|GVQW1_HUMAN, Protein GVQW1 OS=Homo sapiens GN=GVQW1 PE=2 SV=1	-	-	261	SINE|Alu:261	100.0	100.0	0	SINE/Alu
discard	CHS.9274.3	CHS.9274	chr11:67444328-67447722:+	2077	2	3	2.54665933333333	5.134776	7e-35	EHH66747.1, hypothetical protein EGM_03796, partial [Macaca fascicularis]	1.02e-26	sp|Q6UX73|CP089_HUMAN, UPF0764 protein C16orf89 OS=Homo sapiens GN=C16orf89 PE=1 SV=2	-	-	666	SINE|Alu:457	68.6	68.6	0	SINE/Alu
coding	CHS.55579.1	CHS.55579	chr9:61672955-61677090:+	1112	2	1	2.196128	2.196128	9e-43	CAI16776.1, family with sequence similarity 27, member E2 [Homo sapiens]	1.89e-40	sp|Q5T7N8|F27D1_HUMAN, Protein FAM27D1 OS=Homo sapiens GN=FAM27D1 PE=3 SV=2	3.07481e-13	2.10E-31	-	-	-	-	-	Simple_repeat;Satellite/centr
discard	CHS.9024.1	CHS.9024	chr11:63963767-63970179:-	2389	2	1	1.088358	1.088358	2e-20	CAF14356.1, unnamed protein product, partial [Homo sapiens]	-	-	-	-	291	SINE|Alu:286	98.3	98.3	0	SINE/Alu
non-coding	CHS.25214.1	CHS.25214	chr19:1542085-1544627:+	1882	2	49	2.72629416326531	11.325029	4e-26	EHH60270.1, hypothetical protein EGM_11598, partial [Macaca fascicularis]	1.25e-24	sp|Q96MD7|CI085_HUMAN, Uncharacterized protein C9orf85 OS=Homo sapiens GN=C9orf85 PE=1 SV=1	-	-	225	SINE|Alu:222	98.7	98.7	0	SINE/Alu
non-coding	CHS.25214.3	CHS.25214	chr19:1542882-1545081:+	1535	2	11	2.13018790909091	3.259363	4e-26	EHH60270.1, hypothetical protein EGM_11598, partial [Macaca fascicularis]	1.25e-24	sp|Q96MD7|CI085_HUMAN, Uncharacterized protein C9orf85 OS=Homo sapiens GN=C9orf85 PE=1 SV=1	-	-	225	SINE|Alu:222	98.7	98.7	0	SINE/Alu
non-coding	CHS.25214.4	CHS.25214	chr19:1542890-1545141:+	371	2	10	2.1129657	4.645522	-	-	-	-	-	-	-	-	-	-	-	SINE/Alu
discard	CHS.40461.1	CHS.40461	chr4:56633422-56641638:+	8091	2	2	1.1024575	1.902363	8e-29	BAC04924.1, unnamed protein product [Homo sapiens]	-	-	-	-	495	Simple_repeat:108,SINE|Alu:308	84.0	62.2	0	SINE/Alu;Simple_repeat
coding	CHS.2754.1	CHS.2754	chr1:143221958-143222833:+	876	1	3	5.69890733333333	14.058503	6e-28	EGV91139.1, hypothetical protein I79_026279 [Cricetulus griseus]	-	-	-	-	-	-	-	-	-	-
discard	CHS.55800.1	CHS.55800	chr9:75183058-75186604:+	3434	2	7	1.400964	2.14719	2e-34	EHH63636.1, hypothetical protein EGM_16643, partial [Macaca fascicularis]	4.31e-22	sp|Q96MD7|CI085_HUMAN, Uncharacterized protein C9orf85 OS=Homo sapiens GN=C9orf85 PE=1 SV=1	-	-	537	Simple_repeat:26,SINE|Alu:281	57.2	52.3	0	SINE/Alu;Simple_repeat
discard	CHS.34763.1	CHS.34763	chr21:38959448-38961921:-	2474	1	1	1.268863	1.268863	4e-36	BAE89454.1, unnamed protein product [Macaca fascicularis]	6.83e-22	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1	-	-	261	SINE|Alu:261	100.0	100.0	0	SINE/Alu
non-coding	CHS.50932.2	CHS.50932	chr7:74863037-74868475:-	664	2	10	1.378033	3.278007	9e-23	EHH14291.1, hypothetical protein EGK_00186, partial [Macaca mulatta]	1.98e-19	sp|Q8WTZ3|YS049_HUMAN, Zinc finger protein ENSP00000375192 OS=Homo sapiens PE=2 SV=1	-	-	202	SINE|Alu:195	96.5	96.5	0	SINE/Alu
discard	CHS.55635.1	CHS.55635	chr9:64911561-64926593:+	1474	2	9	2.29493111111111	4.002955	1e-16	CAF01714.1, unnamed protein product, partial [Homo sapiens]	-	-	-	-	186	SINE|Alu:186	100.0	100.0	0	SINE/Alu
coding	CHS.57353.3	CHS.57353	chrUn_KI270303v1:51-1935:-	1204	2	1	19.922649	19.922649	2e-31	ELR44476.1, hypothetical protein M91_20944, partial [Bos mutus]	-	-	-	-	-	-	-	-	-	Satellite/centr
coding	CHS.57353.2	CHS.57353	chrUn_KI270303v1:36-617:-	582	1	1	14.163852	14.163852	1e-32	ELR44476.1, hypothetical protein M91_20944, partial [Bos mutus]	-	-	-	-	-	-	-	-	-	Satellite/centr
non-coding	CHS.22656.1	CHS.22656	chr17:50222741-50223327:+	587	1	28	9.26554107142857	132.691299	2e-24	EAW78227.1, hCG1811714 [Homo sapiens]	-	-	-	-	210	SINE|Alu:210	100.0	100.0	0	SINE/Alu
discard	CHS.46916.1	CHS.46916	chr6:87734948-87742282:-	2062	2	4	0.926475	1.55526	4e-43	AAP34472.1, LP3428 [Homo sapiens]	-	-	-	-	222	Retroposon|SVA:222	100.0	100.0	0	Retroposon/SVA
coding	CHS.55605.1	CHS.55605	chr9:63040643-63043698:+	3056	1	583	2.00542928473413	18.864182	6e-16	ELK25717.1, hypothetical protein MDA_GLEAN10013964 [Myotis davidii]	-	-	-	-	-	-	-	-	-	Simple_repeat
discard	CHS.36192.3	CHS.36192	chr22:49334574-49343484:+	2701	2	4	2.17182525	2.662727	3e-38	AAB61715.1, unknown [Homo sapiens]	5.60e-36	sp|Q96MW7|TIGD1_HUMAN, Tigger transposable element-derived protein 1 OS=Homo sapiens GN=TIGD1 PE=1 SV=1	-	-	327	DNA|TcMar-Tigger:299,SINE|Alu:28	100.0	8.6	0	DNA/TcMar-Tigger;SINE/Alu
non-coding	CHS.17555.1	CHS.17555	chr15:63487164-63492017:+	4854	1	61	3.00533539344262	15.346715	1e-37	EHH24426.1, hypothetical protein EGK_08082, partial [Macaca mulatta]	2.74e-26	sp|Q6UX73|CP089_HUMAN, UPF0764 protein C16orf89 OS=Homo sapiens GN=C16orf89 PE=1 SV=2	-	-	597	SINE|Alu:296,SINE|MIR:22	53.3	49.6	0	SINE/Alu;SINE/MIR
non-coding	CHS.56392.1	CHS.56392	chr9:107256097-107258084:-	1859	2	13	2.35422784615385	5.327095	5e-24	AAM46782.1, hepatocellular carcinoma-associated antigen HCA25a [Homo sapiens]	-	-	-	-	510	Retroposon|SVA:510	100.0	100.0	0	Retroposon/SVA
discard	CHS.13215.1	CHS.13215	chr12:127704434-127717001:+	5741	2	1	1.54998	1.54998	7e-23	CAE93864.1, unnamed protein product [Homo sapiens]	-	-	-	-	414	Simple_repeat:42,SINE|Alu:312	85.5	75.4	0	SINE/Alu;Simple_repeat
discard	CHS.50949.1	CHS.50949	chr7:75265099-75278445:-	4621	2	1	2.827328	2.827328	1e-24	EHH66747.1, hypothetical protein EGM_03796, partial [Macaca fascicularis]	-	-	-	-	369	SINE|Alu:312,Simple_repeat:49	97.8	84.6	0	SINE/Alu;Simple_repeat
non-coding	CHS.50778.1	CHS.50778	chr7:65816762-65827061:+	634	3	21	1.21151128571429	1.926659	2e-24	BAG57183.1, unnamed protein product [Homo sapiens]	2.25e-23	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1	-	-	363	SINE|Alu:285	78.5	78.5	0	SINE/Alu
discard	CHS.56769.1	CHS.56769	chr9:126286451-126298690:-	4377	3	2	1.4732055	2.067075	3e-27	EAW65432.1, hCG2038442, partial [Homo sapiens]	-	-	-	-	267	SINE|Alu:235	88.0	88.0	0	SINE/Alu
non-coding	CHS.16747.1	CHS.16747	chr15:22655746-22656076:+	331	1	4	11.7064115	24.225531	1e-33	BAE91091.1, unnamed protein product [Macaca fascicularis]	5.77e-23	sp|Q6UX73|CP089_HUMAN, UPF0764 protein C16orf89 OS=Homo sapiens GN=C16orf89 PE=1 SV=2	-	-	279	SINE|Alu:246	88.2	88.2	0	SINE/Alu
